userId,movieId,rating,timestamp
0,1665,4.0,1260759139
0,1708,3.0,1260759194
0,1743,2.0,1260759198
0,1815,2.0,1260759108
0,1962,2.5,1260759113
0,2380,1.0,1260759200
0,2925,3.0,1260759117
1,455,4.0,835355719
1,461,4.0,835355817
1,472,4.0,835355731
1,481,4.0,835356199
1,494,5.0,835355767
1,518,5.0,835355817
1,522,5.0,835355697
1,523,5.0,835355395
1,524,5.0,835355395
1,567,4.0,835356141
1,607,4.0,835355978
1,361,3.0,835355532
1,406,3.0,835355511
1,422,2.0,835355828
1,432,3.0,835355918
1,444,3.0,835355880
1,483,3.0,835355767
1,493,3.0,835356109
1,495,3.0,835355860
1,519,3.0,835355790
1,520,3.0,835355779
1,521,3.0,835355441
1,525,3.0,835355511
1,543,3.0,835355932
2,2374,5.0,1298862874
2,2804,4.0,1298861633
2,3157,5.0,1298863174
2,6557,4.5,1298862361
2,6601,4.5,1298862467
2,7733,4.0,1298922130
2,4085,3.0,1298923266
2,4259,3.5,1298862672
2,4610,3.0,1298922080
2,5026,2.5,1298921787
2,5127,3.0,1298922065
2,5480,3.5,1298861650
2,5485,3.0,1298932766
2,5904,3.5,1298862555
2,6383,3.5,1298932740
2,6916,3.0,1298922071
3,1675,5.0,949918994
3,1684,4.0,949919763
3,1698,5.0,949896070
3,1699,4.0,949982239
3,1701,4.0,949896114
3,1702,5.0,949811603
3,1716,5.0,949896070
3,1728,5.0,949896070
3,1744,5.0,949918764
3,1776,4.0,949811559
3,1794,5.0,949895772
3,1811,5.0,949919556
3,1859,4.0,949918927
3,1881,4.0,949811603
3,1913,4.0,949918994
3,1916,5.0,949918994
3,1919,4.0,949810302
3,1961,5.0,949982274
3,1973,5.0,949918875
3,2044,4.0,949896275
3,2103,5.0,949810582
3,2114,5.0,949810261
3,2147,4.0,949896497
3,2159,4.0,949896497
3,2173,5.0,949811523
3,2180,5.0,949810582
3,2191,4.0,949778714
3,2232,5.0,949919399
3,2235,5.0,949811490
3,2239,4.0,949811603
3,2241,5.0,949896070
3,2248,5.0,949811738
3,2301,5.0,949896114
3,2305,5.0,949896377
3,2338,4.0,949810534
3,2340,5.0,949811559
3,2380,5.0,949896070
3,2398,5.0,949918807
3,2402,5.0,949810261
3,2437,5.0,949949444
3,2442,4.0,949811559
3,2443,5.0,949919419
3,2458,5.0,949919656
3,2468,4.0,949918715
3,2493,4.0,949896275
3,2496,4.0,949811603
3,2500,5.0,949919738
3,2548,4.0,949918904
3,2581,4.0,949811523
3,2607,5.0,949918970
3,2611,4.0,949919738
3,2621,5.0,949895732
3,2218,1.0,949896521
3,2261,3.0,949811230
3,2296,3.0,949918875
3,2328,2.0,949896309
3,2329,1.0,949896309
3,2397,3.0,949896015
3,2422,3.0,949896543
3,2580,2.0,949778946
3,2619,3.0,949919845
3,3208,2.0,949982238
4,4266,4.5,1163374389
4,4422,4.0,1163374533
4,4608,4.0,1163374572
4,4610,4.0,1163373626
4,4671,4.0,1163374455
4,4884,4.0,1163374511
4,5405,4.0,1163374742
4,5423,4.0,1163374381
4,5485,4.5,1163373593
4,5491,4.0,1163374426
4,5983,4.5,1163374340
4,5987,4.5,1163374702
4,6132,5.0,1163374211
4,6152,4.0,1163374517
4,6178,4.5,1163374227
4,6207,4.0,1163374275
4,6296,4.5,1163374283
4,6307,4.0,1163374144
4,6308,4.0,1163374167
4,6535,4.5,1163374357
4,3419,3.5,1163374103
4,3420,3.5,1163374354
4,3698,3.5,1163375131
4,3847,3.0,1163373548
4,4034,3.5,1163374995
4,4259,3.5,1163374206
4,4325,3.0,1163373688
4,4517,3.5,1163374491
4,4767,2.5,1163373238
4,5480,3.5,1163374118
4,5989,3.5,1163374177
5,2211,4.5,1108134545
5,2506,4.0,1109258183
5,4395,5.0,1108134311
5,5026,5.0,1108134519
5,5127,4.0,1108134524
5,5485,4.0,1108134537
5,5584,4.5,1108134521
5,2645,3.5,1109258250
5,3000,1.5,1109258190
5,3644,1.5,1109258217
5,3858,1.5,1109258226
5,4991,3.0,1108134534
5,5399,3.5,1108134526
5,5538,3.0,1108134531
6,976,4.0,851867379
6,979,5.0,851868044
6,981,5.0,851868246
6,986,4.0,851868321
6,994,4.0,851869062
6,996,5.0,851868289
6,1029,4.0,851869080
6,1041,4.0,851868332
6,1042,4.0,851867401
6,1055,4.0,851868471
6,1114,4.0,851869035
6,1140,5.0,851866978
6,906,3.0,851869103
6,954,3.0,851867289
6,1024,3.0,851867436
6,1032,3.0,851867436
6,1045,3.0,851867320
6,1051,3.0,851868471
6,1060,3.0,851867401
6,1097,3.0,851866935
6,1111,3.0,851869160
6,1112,3.0,851869102
6,1113,2.0,851869230
6,1115,3.0,851869140
6,1116,3.0,851869062
6,1132,3.0,851867688
6,1143,1.0,851869140
7,3367,5.0,1154464905
7,3387,4.0,1154464915
7,3847,4.5,1154400383
7,3856,4.0,1154465373
7,3922,5.0,1154400236
7,4139,4.5,1154400449
7,4151,4.0,1154464756
7,4239,4.0,1154400407
7,4251,4.0,1154465399
7,4395,4.0,1154464762
7,4610,4.0,1154389474
7,4852,4.0,1154464895
7,4855,5.0,1154465296
7,5026,4.0,1154464753
7,5127,4.0,1154465367
7,5152,4.0,1154464994
7,5538,4.5,1154464868
7,5583,4.0,1154465499
7,6132,4.5,1154473310
7,6139,4.5,1154400263
7,6158,4.5,1154464726
7,4259,3.0,1154465385
7,4417,3.5,1154400444
7,4611,3.0,1154400191
7,4858,3.0,1154400253
7,5020,3.5,1154400294
7,5448,2.5,1154400471
7,5584,3.0,1154465548
7,6102,3.5,1154465243
7,6178,3.5,1154400423
7,6288,3.5,1154473088
7,6296,3.5,1154473264
7,6320,2.0,1154473042
7,6357,3.5,1154473022
7,6368,3.0,1154473014
7,6380,3.0,1154473017
8,1777,4.0,938629053
8,1801,4.0,938628897
8,1813,4.0,938629341
8,1821,4.0,938628843
8,1901,4.0,939122916
8,1906,4.0,938628577
8,2003,4.0,938628966
8,2062,5.0,938628450
8,2212,4.0,938627748
8,2287,4.0,938629681
8,1815,2.0,938629250
8,1936,2.0,938629681
8,1992,3.0,938629681
8,2035,2.0,938629341
8,2103,3.0,938628843
9,1855,5.0,942766991
9,1916,4.0,942767328
9,2035,4.0,942766845
9,2062,5.0,942766515
9,2263,5.0,942766109
9,2273,4.0,942766029
9,2318,4.0,942765978
9,2348,5.0,942767121
9,2425,4.0,942767571
9,2264,3.0,942766251
9,2272,3.0,942766213
9,2309,3.0,942766164
9,2333,2.0,942766213
9,2405,2.0,942766251
9,2414,3.0,942766059
10,7843,4.0,1391658385
10,7951,4.5,1391658311
10,7953,4.5,1391658125
10,7956,4.0,1391658270
10,8112,4.0,1391658186
10,8147,4.0,1391657924
10,8182,4.0,1391657610
10,8405,5.0,1391658157
10,8454,5.0,1391657798
10,4259,3.0,1391658601
10,7323,3.5,1391657720
10,7642,3.0,1391658137
10,7659,3.5,1391658218
11,3058,5.0,968045142
11,3062,4.0,968045106
11,3089,5.0,968045015
11,3091,5.0,968045015
11,3100,5.0,968044949
11,4499,4.0,968045173
11,3039,3.0,968045198
11,3045,3.0,968045172
11,3060,2.0,968045142
11,3061,2.0,968045106
11,3072,2.0,968045074
11,3074,1.0,968045074
11,3088,3.0,968045015
11,3090,3.0,968045015
11,3093,2.0,968044981
11,3095,2.0,968044981
11,3097,3.0,968044981
11,3104,3.0,968044949
11,3105,2.0,968044949
12,4610,4.5,1331380734
12,5127,4.0,1331380159
12,5173,4.5,1331380306
12,6916,4.5,1331380873
12,7113,4.5,1331380830
12,7269,4.0,1331379748
12,7556,4.0,1331380725
12,7670,4.5,1331380387
12,7842,4.5,1331380390
12,2611,3.5,1331379342
12,2709,3.5,1331379599
12,2894,3.0,1331379574
12,3427,2.5,1331379589
12,3698,3.5,1331379530
12,3805,3.5,1331380834
12,6746,3.5,1331380782
12,8018,3.0,1331379985
13,3000,4.0,976244205
13,3192,4.0,976244343
13,2291,2.0,976244287
13,2538,2.0,976244564
13,2681,3.0,976243997
13,2893,3.0,976244423
13,3190,3.0,976244107
14,4166,4.0,1033344296
14,4175,4.0,1033344401
14,4254,4.0,1035258564
14,4259,4.0,1046209630
14,4266,4.0,1035258362
14,4314,4.0,1054449327
14,4367,5.0,1040205624
14,4371,4.0,1044220069
14,4395,5.0,1040448133
14,4399,4.5,1075143302
14,4422,4.0,1120209437
14,4553,4.0,1052897100
14,4583,4.0,1084489307
14,4738,4.0,1093028561
14,4809,5.0,1120209297
14,4828,4.0,1096005320
14,4879,4.5,1075142920
14,4885,4.0,1465794270
14,4893,4.0,1222576385
14,4903,4.0,1093028559
14,4947,4.5,1443384409
14,5127,5.0,1082220175
14,5169,4.0,1338698422
14,5377,4.0,1465793979
14,5393,4.0,1093027865
14,5486,4.0,1128274489
14,5598,4.5,1101423864
14,5601,4.0,1465880526
14,5619,4.5,1120209300
14,5738,5.0,1222575895
14,5743,4.0,1134521251
14,5826,5.0,1416120087
14,5850,4.5,1166585398
14,5922,4.0,1166587397
14,5966,4.0,1120209293
14,6139,5.0,1132469077
14,6158,4.5,1120208603
14,6248,4.5,1222576339
14,6260,4.5,1166587434
14,6334,4.5,1348976510
14,6387,4.0,1222575879
14,6409,4.0,1465793925
14,6439,4.0,1374637848
14,6535,4.0,1257734226
14,6555,4.0,1240211394
14,6556,4.0,1222578045
14,6571,4.0,1222578063
14,6634,4.5,1222578101
14,6652,5.0,1222578057
14,6733,4.0,1257734285
14,6750,4.5,1238804101
14,6766,4.5,1361078498
14,6849,4.0,1465793961
14,6882,4.0,1216576560
14,6916,4.5,1222024895
14,6937,4.0,1465793918
14,6944,4.5,1216576545
14,6980,4.5,1216576570
14,7004,4.0,1238801478
14,7062,4.5,1367800217
14,7150,4.5,1357110430
14,7204,4.0,1338702402
14,7210,4.0,1245021148
14,7218,4.5,1245021136
14,7225,4.0,1316396225
14,7253,4.5,1338698471
14,7256,4.0,1458506351
14,7286,5.0,1257734187
14,7289,4.5,1316395878
14,7412,4.0,1261944230
14,7469,4.0,1338702442
14,7503,4.0,1273090169
14,7525,4.0,1367801385
14,7559,4.5,1443384445
14,7575,5.0,1316395554
14,7619,4.0,1316395567
14,7642,4.0,1361078281
